label	tweet
1	RT @USER: Everybody claim they fvck with "bad bitches" but all the ugly bitches getting pregnant&#128118;&#128118;  .  .  .  . Somebody lien&#128530;&#128530;
1	RT @USER: I'm convinced that some of y'all bitches get pregnant purposely because "birth control &amp; plan b pills" are effective &#128533;&#128056;&#9749;&#65039;
1	RT @USER: if i had a dollar for every time i fucked ur bitch http://t.co/8ike4m29co
1	RT @USER: I have a daughter to think about , yall think I'm worry about you hoes , naaaaaaaa
1	RT @USER: "Let me tell y'all bitches something right quick" http://t.co/2jcQl8pFLc
1	RT @USER: &#8220;@USER: i hate ah dirty house!!! foul living bitches&#8221;&#128514;&#128514;&#128514; it's a lot of them out there
1	RT @USER: Keep ur bitch on a leash .
1	RT @USER: "@USER: &#128514;&#128514;&#128514;&#128514;&#128514; why fab snapped like that http://t.co/gLKgTqIG15" &#128514;&#128514;&#128514; "konnnichiwa bitch"
1	RT @USER: I tell a bitch, go and get my name tatted on her spine so I can feel good when I'm hittin it from behind
1	RT @USER: Fuck twerking bitch can you cook
1	RT @USER: Wet pussy with no smell a mf
1	RT @USER: Lord. RT @USER: RT @USER #SugarCode RT @USER: If you a hoe you a hoe I'm not finna sugar code it
1	RT @USER: She's hurt. The nigga she crushing on fucking a bottle girl so they all have to be hoes.
1	RT @USER: RT if you want me to expose some more bitches http://t.co/mGZjPp0rfs
1	RT @USER: When dykes hear "ladies free before 10" http://t.co/ptk6CzTtkS
1	RT @USER: Hoes gone be hoes.&#128581;and these hoes can't be trusted &#9994;
0	RT @USER: @USER blame it on the yellow chucks lmfao
1	RT @USER: Thursday We will see bitches dressed up like if the hallways were runways, clown make up on some girls,guys with pants belo&#8230;
1	RT @USER: Getting called ugly by a bitch that use to idolize you. &#128064; Ohhhh well okay... &#128514;
1	RT @USER: I think IF i had hoes , i would tell them alll the same shit &#128514; im too lazy to be tryna switch shit up . &#128564;
1	RT @USER: On god yall hoes better get off my twitter
1	RT @USER: stick by his side and don't give his pussy up . .
1	RT @USER: BITCH YOU GUESSED IT "@USER: &#8220;@USER: my pussy cuteness always sets me up for a good day&#128522;&#8221;u need some dick"  WOOOOH  You &#8230;
1	RT @USER: "@USER: This bitch... http://t.co/o7uSKCMfcD"&#128514;&#128514;
1	RT @USER: "@USER: &#8220;@USER: If you ask me, every bitch gay&#8221; not me I'm all sexual" Wtf is all sexual? If you don't mind me asking
1	RT @USER: Another movie that's gonna make you question your bitch &#128530;&#128514; https://t.co/V9EbkQytsu
1	RT @USER: I don't care about none of these bitches &#128524;
1	RT @USER: "@USER: Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;" &#128514;&#128514;
0	RT @USER: It's unattractive when girls act ghetto
1	RT @USER: RT @USER: Girls say bs like "you got too many hoes". Stop letting twitter and IG fool you. I don't know these fucki&#8230;
1	RT @USER: I'll never understand how people can fake an entire relationship? I can't even fake a 'hello' to a bitch that I fucking&#8230;
1	RT @USER: I'm not going out my way 2 make sure bitches know NOTHING ... Just pay attention !!!
1	RT @USER: ; straight &#128686; "@USER: To each his own @USER but these hoes weak http://t.co/W7TEj28aNr"
1	RT @USER: - when ya friends nag you like they yo bitch &#128064; mayne chill tf
1	RT @USER: Yeen suckin yeen fuckin watchu doin hoe ?
1	RT @USER: &#8220;@USER: When the pussy so wet you hear that shit smacking &gt;&gt;&gt;&gt;&gt; &#128049;&#128166;&#128166;&#128553;&#128525;&#128588;&#8221; &#10071;&#65039;
1	RT @USER: he like me even more cuz he know I gotta bitch
1	RT @USER: All you hoes wake up
1	RT @USER: Yo hoe will get slayed &#128514;
1	RT @USER: When a bitch tell me I'm ugly &#128514;&#128514;&#128514;&#128514; http://t.co/o9EkMrw5WK
1	RT @USER: Bacon over bitches
1	RT @USER: man I'm strolling and all I see is y'all hoes that suck dick talking about her like man don't stunt on her bru .
1	RT @USER: @USER @USER yeah Texans are so much better you fucking retard
1	RT @USER: Some of you cunts owe me money.
1	RT @USER: Ion want the pussy if it come wit hairs
1	RT @USER: I hate "I'm my own WCW" ass bitches &#58382;
1	RT @USER: @USER @USER @USER @USER bitch you ugly as fuck, are you a fuck tranny ? Get Alligator face as&#8230;
1	RT @USER: @USER I'll find you a ride. But it's no pussy shit and that was some pussy shit &#128548;&#128514;
1	RT @USER: For all those watching that so raven. Look at this negro now lol&#128514;&#128514;&#128553;&#128553; http://t.co/nEcAKyTdI1
0	RT @USER: doing someone wrong for the sole reason that they did you wrong will only bring more negative karma &amp; energy into your li&#8230;
1	RT @USER: i have absolutely no "hoes"
1	RT @USER: "Light beer? You mean faggot piss?" -Overly Powered Man
1	RT @USER: shego was the baddest bitch of my childhood&#128293; http://t.co/fiigh50DEj
0	RT @USER: I love when the birds are chirping in the morning #patsgonnasubtweet
1	RT @USER: @USER @USER peace out then faggot http://t.co/qSGyCVcvaP
1	RT @USER: &#8220;@USER: What's yall favorite chappelle show skit?&#8221; Is wayne Brady gonna have to choke a bitch? &#128514;
1	RT @USER: &#8220;@USER: I hate a "I'm my own WCW &#128129;" ass bitch &#128514;&#8221;
1	RT @USER: I don't be worrying about these messy hood ass hoes but they worrying about me though. Why? &#128583;
1	RT @USER: I don't understand I don't even fuck with these bitches but I'm so relevant to them though &#128564;
1	RT @USER: Never realize the precious time you bitch niggas is wasting &#128070;
1	RT @USER: Freaky ass ready ass hoes
1	RT @USER: "@USER: These hoes got more bodies than a cemetery&#128056;&#9749;&#65039;."
1	RT @USER: Bobby bitch bobby bitch &#128293;&#128293;&#128520;
0	RT @USER: Brown colored eyes are really blue, under a layer of melanin.
1	RT @USER: People getting called all types of bitches over music lol you know how ridiculous that is?
1	RT @USER: U gotta be a pathetic bitch to ride by another females house looking for a nigga that ain't yours smh
1	RT @USER: I don't understand how bitches find the time to worry about what another bitch is doing
1	RT @USER: Why do these hoes think it's cute to take pictures kissing eachother ? #gaggggg
1	RT @USER: Smh nigga is mildly retarded RT @USER: LMFAO RT @USER: If Griff wasn&#8217;t injuries we&#8217;d legit be 6-1
1	RT @USER: @USER hell yea save money like a hoe
1	RT @USER: That hoe is live though
1	RT @USER: I don't care about none of these bitches
1	RT @USER: R.I.P &#128128; to the hoes&#128131; dying for attention.
1	RT @USER: Once a hoe , always a hoe &#128076;
1	RT @USER: If a bitch think I'm worried about her , that bitch overthinking &#128557;&#128514;&#128581;&#128129;&#128582;&#8252;&#65039;
1	RT @USER: 30 bottles ! 30 bitches !
1	RT @USER: "I'm against feminism I think men and women should be equal" a bitch that don't know shit about feminism
1	RT @USER: &#8220;@USER: &#8220;@USER: @USER lol for what?&#8221; Lol you dissing us&#8221;&#128514;&#128514;&#128514; shut up bitch
1	RT @USER: Pick 6 hoe lets gooo
1	RT @USER &#128514;  Me: Baby I cooked Bae: What's for dinner? Me: That bitch you been texting http://t.co/GwT19xIXUz
1	RT @USER: ain't no "WE" in this bitch .
1	RT @USER: If a bitch tweeting about a nigga and he saying he don't mess with her , He's lying&#128533; That bitch ain't tweeting for nothing &#128527;
0	RT @USER: Need some ice cream and Oreos &#128525;
1	RT @USER: Only the basic bitches put on for Twitter ..
1	RT @USER: I hate when boys keep chasing a bitch that treat them like they any nigga &#128529;
1	RT @USER: When niggas try to act hard but really be bitch made &#128514;
1	RT @USER: "@USER: ' You messin with broke niggahs you gon be broke niggah &#1043323;&#1043323;&#1043323;&#1043323;&#10071;&#65039;" nigga preeeeeeeach ! !
1	RT @USER: Been Trynna catch up Witchu pussy &#128299;
1	RT @USER: &#8220;@USER: I don't be fucking with NOBODY , cause most of these bitches got fake in they blood . &#9994;&#8221;and niggas
1	RT @USER: When you thinking about killing a bitch http://t.co/bT7hf28U0d
1	RT @USER: &#8220;@USER: &#8220;@USER: Brandon Jennings easily got the coldest bitch ever&#8221; damn near lol&#8221;not damn near that's fact.
1	RT @USER: Exactly. Don't be gettin no additional pussy for them soft ass tweets. Jus be you dude lol
1	RT @USER: Woww. Now niggas can't hit u bitches line and ask what u doin nomo.
1	RT @USER: killing these bitches go body for body &#128530;&#128524;&#127911;
1	RT @USER: I hate a bitch that acts like she can't be single. Get your I need a man ass on
1	RT @USER: &#8220;@USER: Bro even with uno webo I still get more pussy than you &#128586;&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
1	RT @USER: Why does everybody drive like retards when it rains lol
1	RT @USER: You better pray I don't send your nudes out bitch
1	RT @USER: How many bitches have actually gone to the club in a mini skirt &amp; j's on? #questionoftheday
1	RT @USER: I want this "bad bitch" epidemic to be over so fast bruh...fees can't write a sentence with proper subject-verb agreement now&#8230;
1	RT @USER: "@USER: i wish i was born in a different generation , cause yall just make my pussy bones hurt . sicken ass children .&#8230;
1	RT @USER: where is D hoes ? &#128514;
0	RT @USER: Larry bird 38 &#128514;
1	RT @USER: Niggas be out here loving ALL they hoes...that's a no no.
1	RT @USER: "@USER: Niggas bitches getting exposed&#128514;&#128514;&#128514;&#128553;"&#128555;&#128555;&#128555;&#128555;&#128555;
1	RT @USER: &#8220;@USER: If you ask me every bitch gay.&#8221; true dat true dat
1	RT @USER: the same hoes is still at it
1	RT @USER: @USER yea that hoe was rocking Friday and last night
1	RT @USER: @USER &#128514;&#128514; 2 many lil bitty bitches
1	RT @USER: @USER &#128514;&#128514;&#128514; chill bitch
1	RT @USER: Dudes a hoe had me laughin on my only pics&#128514;&#128514;&#128514;
1	RT @USER: Sum hoes be smoking to look cute bitch u better inhale that shit wasting weed
1	RT @USER: Happy birthday to my chocolate brotha @USER &#127880;&#127881; love u hoe http://t.co/iQIxXX1ZNv
1	RT @USER: &#128079;"@USER: Real bitches who really hungry won't be out here arguing with bitches on twitter straight flexin"
1	RT @USER: "@USER: @USER tbh but a niggah can't have a normal convo with someone lmao"hoes will be hoes Brian lol
1	RT @USER: When will you guys leave that childish pussy alone? Get that sophisticated pussy.
1	RT @USER: bitches be fake af &#128514;&#128581;
1	RT @USER: &#8220;@USER: &#8220;@USER: RT &#8220;@USER: *hits blunt* https://t.co/WiqgnDXgNM &#8221;&#8221; this hoe thought she was so dee&#8230;
1	RT @USER: my inner nigger is coming out
1	RT @USER: Fxck outta here hoe &#9996;
1	RT @USER: "@USER: Dumb bitch" im singing to you bitch
1	RT @USER: This hoe never called me like she said @USER
1	RT @USER: Whats a bad bitch to  a queen with Goals&#10067;
1	RT @USER: When u see a bitch that don&#8217;t like u, look at u&#8230; http://t.co/vAO8ovq4XM
1	RT @USER: It ain't nothing to cut that bitch off. &#128076;&#128129;
1	RT @USER: Bitches be thinking they are soooo out here like no your just an everyday average Instagram bitch
0	RT @USER: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;
1	RT @USER: Bad bitch give me head like lice .
1	RT @USER: Side bxtches gettin lit up outchea, y'all birds better tighten up.
1	RT @USER: i tell you ANYTHING on this bitch i better get a thank you. fuck wrong w/ you dumb ass i wanna be famous ass 3 mixtapes cant r&#8230;
1	RT @USER: all these bitches fake if you ask me
1	RT @USER: Nomatter how much I'm feeling you, u can't compete with girls who throw the pussy. Im just gonna always take the L
1	RT @USER: @USER miss ya too nigger &#128539;&#128536;&#128536;&#128536;&#128536;&#128525;
1	RT @USER: my sugar daddy is following this bitch fuckin hoe that use to be my friend this is bullshit
1	RT @USER: @USER Shi&#8217;...now I don't wanna rant b/c my first impression would be that i'm a such a bitch &#128514; lmao.
1	RT @USER: I hate a copy cat ass bitch. Monkey see, monkey do ass bitch &#128544;
1	RT @USER: &#8220;@USER: &#8220;@USER: Nobody cares about KIRK Bosley no&#8221;I care bout my cousin hoe&#8221; http://t.co/k1OLU522FT
1	RT @USER: @USER 1st block bitch Wassup
1	RT @USER: me 2nite bitches http://t.co/NlToDB7xze
1	RT @USER: &#8220;@USER: Hmu talmbout match but when I pull up its 30 other niccas wit ya &#128530;&#8221; smfh shit like that kill me
1	RT @USER: Im a boss ass bitch! @USER @USER
1	RT @USER: this is real life &#128557; RT @USER: She want to give u pussy so bad she mad at u cus u fucking it up
1	RT @USER: &#8220;@USER: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;
1	RT @USER: A hoe gone be a hoe and dats #100 nd when a nigga broke them hoes act funny!
1	RT @USER: &#8220;@USER: swear me n zee da only niccas who aint got da update yet&#8221;&lt;I'm right there wit cha bruh
1	RT @USER: You talking shit &#128567; But yo pockets ain't shit &#128169; Yo bitch ain't shit &#128169; Yo life ain't shit &#128169; nigga you just a ain't shit as nig&#8230;
1	RT @USER: "Her pussy fatter than ya dick" lmao
1	RT @USER: All these bitches &amp; niggaz with they imaginary haters .....
1	RT @USER: Idc about your "story", if Petey Pablo said your name in Freek A Leek, you automatically a hoe
1	RT @USER: Heat lost. Medical marijuana got rejected. Rick Scott got reelected. I still have no hoes. Today's just been a bad day.
1	RT @USER: 7 out of 10 RT @USER: Every bitch in Houston look good ?
1	RT @USER: @USER hahahaha signs be funny than a bitch
1	RT @USER: heard a bitch say im ugly but ha nigga thank different &#128523; you say you mainline he dont treat me no different &#9996;&#128540;
1	RT @USER: ever wanna text somebody and be like bitch die I hope you don't wake up you low down dirty muthafxcka&#128520;
1	RT @USER: these bitch niggas couldn't live my cold life$tyle&#128184;&#128080;&#128523;
1	RT @USER: Yall hoes love football
1	RT @USER: &#8220;@USER: Df Bruh http://t.co/EIvJYapKuD&#8221; "go wash the dishes in the sink then come upstairs and eat this pussy"
1	RT @USER: @USER @USER @USER @USER fuck no id be gettin swole in there like everyday nigger
1	RT @USER: I swear it's the huge bitches that think they the baddest
1	RT @USER: imma cool as bitch so if a bitch don't like me it's a personal problem  .
1	RT @USER: this what most of yall hoes need to admit . https://t.co/SXz6y0HRR0
1	RT @USER: @USER &#128514;&#128514;&#128514; on God i be thinking that . lol people at school be showing me this nigguh videos . im like &#128563; he famous oss &#128514;
1	RT @USER: don't try nd play me, I'll hoe u harder &#128514;&#128076;
1	RT @USER: These hoes sad man
1	RT @USER: Y'all bitches be like 16 looking 25 &#128553;
0	RT @USER: chris brown is trash.
1	RT @USER: How you leave ya mans dead for a broke bitch, most these rap niggas on some hoe shit!!!
0	RT @USER: I asked @USER to get me pink bunnies one time, so he brought me yellow chicks...&#128048;&#128149;
1	RT @USER: Lmfaooooo &gt;RT @USER: Lmaoo Thats what u got from this? RT @USER: Dougie be yamming the coon all that beat boxing &#128553;
1	RT @USER: "@USER: When you drop all your hoes for the wrong one and you gotta bring em back http://t.co/vUBKmFQyAJ" LMFAOOOOOOO
1	RT @USER: "@USER: Gotta watch these hoes &#128064;" I Swear &#128079;
0	RT @USER: "@USER: Meanwhile in Texas: 19-year-old man facing 5 years to life in prison for $25 worth of pot brownies http://t.co/438F&#8230;
1	RT @USER: Truth B told i have -0 hoes &#128514;
1	RT @USER: 1) A real nigga would NEVER be hurt and crying over pussy they didn't get for two years. What kinda gay shit is that?
1	RT @USER: 4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the&#8230;
1	RT @USER: &#128591; Lord please don't let this bitch kill my vibe.
1	RT @USER: And y'all niggas jus give up the pussy.. I wonder how y'all feel reading the TL... Nervous AF huh? Thinkin y'all bout to ge&#8230;
1	RT @USER: Life to short to be walkin round mad at bitches
1	RT @USER: bitches jus love to get me madd
1	RT @USER: pussy like girls&#128571;, damn is my pussy gay?
1	RT @USER: "@USER: Any bitch that has ever had a "problem" with me ain't checked shit but my twitter &#128541;"NBS !!
1	RT @USER: js met a lil bitch wit a long name mufucka had more letters den Tennessee, I go gorilla ina pussy, RIP&#128527;
1	RT @USER: If you still put your pride in front of your feelings .. Then yes bitch your still childish
1	RT @USER: &#8220;@USER: When she waives her pussy fees&gt;&gt;&gt;&gt;&#8221; bye Lawrence &#128075;
1	RT @USER: The single life is hitting for zero. Like I don't even want hoes.
1	RT @USER: I swear these bitches think their still in highschool
1	RT @USER: I believe there's a hood in heaven cause the devil gots a bad bitch.
1	RT @USER: &#8220;@USER: Man just proofread &amp; edited this niggah sentence&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#8221;feel like I'm back in 6th grade doing daily oral la&#8230;
1	RT @USER: &#8220;@USER: @USER boy I was clean in them bitches.&#8221;you loved them damn sandals &#128514;
1	RT @USER: Lmaoooooo RT @USER: If we cuddle then Im sliding something thick in your pussy, just a warning
1	RT @USER: Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;
1	RT @USER: if you can't do or say certain shit in front of yo bitch then don't do it
1	RT @USER: Niggas be catching attitudes and expect a bitch to beg plenty of sorry's to figure out what's his problem. NO
1	RT @USER: Sellin' my soul for material wishes , fast cars &amp; bitches
0	RT @USER: I don't wanna hear Sgt. #Tahmooressi's name come outta the Preezy's mouth. He couldn't be bothered then, keep his pie ho&#8230;
1	RT @USER: Lil stupid ass bitch.. i aint fucking with YOU &#128514;
1	RT @USER: What's the difference between a main &amp; a side bitch ?? Shit y'all both getting feed lies &amp; dick!
1	RT @USER: most of the bitches he fw not old enough to get a ID &#128514;&#128514;so what that tell you &#128129;
1	RT @USER: @USER invest in some curtains bitch
1	RT @USER: if im bad built ok yall built like tractors yall got relationships bitch where mine ?? &#128533;
1	RT @USER: &#8220;@USER: I wonder if I @USER oomf I be like I want fuck would I be wrong or &#128533;&#8221; you a be one brave as bitch&#128514;&#128514;
1	RT @USER: these bitches can't do nothin for you.
1	RT @USER: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title&#8230;
1	RT @USER: in a relationship there's gonna be bitches badder than yours or niggas doing better than your nigga. that's where the loyalty&#8230;
1	RT @USER: I am so jealous of bitches who can squirt &#128530;
1	RT @USER: Zulema don't worry bitches only act bold when they have somebody to "back" them up! It's cool tho I got you if anything!
1	RT @USER: &#8220;@USER: Bring winter back... This 70 degrees at 7 am shit is for the birds&#8221;---Get The Fukkk Outta Here Bro!!
1	RT @USER: &#8220;@USER: @USER you have no sense of humor so back off their backs&#8221;  ur a lil bitch and im 10
0	RT @USER: In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/xlxdfZxS9s @USER http://t.co/E3hhzNThrk
1	RT @USER: If i had a dollar for every bobby pin I've lost, I'd be one rich bitch
1	RT @USER: I don't care what any of you bitches say, Kesha is awesome &#10084;&#128076;
1	RT @USER: these hoes ain't loyal
0	RT @USER: Can someone find the Georgia fan who talked trash to me and told me he hope we don't end up like Tennessee? Tell him I'm &#8230;
0	RT @USER Lakers on....I thought trash day was Monday
1	RT @USER: &#8220;@USER: Some of you bitches are DUMBBBB&#8221; they are everywhere trev. &#128530;
1	RT @USER: I can't stand a "fuck these niggas" ass bitch..
1	RT @USER: everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch &#128586;&#128566;
0	RT @USER: how do people not realize the jig ?
0	RT @USER: Just learned that there was a 1932 Japanese political plot to assassinate Charlie Chaplin. #PleaseOptionThisTweetNow #Back ...
1	RT @USER: &#8220;@USER: I'm not the type of guy to bitch about how hot it is but it's about to be 11 and I'm still sweating&#8221; q&#8230;
1	RT @USER: All I want for valentines day is a big booty hoe.
1	RT @USER: @USER Happy birthday fag boy
1	RT @USER: Hannah is retarded don't listen to her.
1	RT @USER: &#8220;@USER: @USER don't get me started on you potato head lookin ass bitch&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
0	RT @USER: Cause I'm as free as a bird now, and this bird you can not change &#127926;
1	RT @USER: @USER why do you call most guys that talk shit to you "fags" then? You should use another word hypocrite.
1	RT @USER: &#128557;&#128557;@USER: If I cum on your pussy don't be tryna rub it in like they do in the pornos cuz if u get pregnant tha&#8230;
1	RT @USER: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;
1	RT @USER: Diii bitches &#128527;&#128158; @USER @USER http://t.co/GWKbq3l0S4
1	RT @USER: " now i know why niggas have sides, my bitch boring "
0	RT @USER: Charlie Baker!!!
0	RT @USER: I'm the only person who likes yellow Starburst I feel
0	RT @USER: "That's why God made brownies. To replace boys."
1	RT @USER: When a girl bring up my "hoes" when I'm trying to get to know her.. http://t.co/yNBWcmgeb4
0	RT @USER: .@USER &amp; I are discussing our awful 90s fashion choices: yellow overall shorts, boxers over leggings. What was your bes&#8230;
0	RT @USER: Also as part of my release day gift (yes, we get those!) this adorable bumblebee bear! #Montlake http://t.co/SC3AjXCiRB
1	RT @USER: @USER omg Nathaniel. No "come here mr pussy" "Mr pussy where are you" lol
0	RT @USER: "That's what that means..some kid called me at like 1 in the morning asking me if I wanted to hit the slopes..."
1	RT @USER: I know it ain't good, but these hoes gon' do what they wa-wa-waaaaannnnnt.
1	RT @USER: how she gets all the bitches http://t.co/DWkd2DjOrV
1	RT @USER: Nights like this I wish, ride low in the Chevy hit the switch. In the city burning killa with a bitch
0	RT @USER: RT @USER: if Crabtree woulda caught that over Sherman for the game y'all woulda said Sherman trash &amp; he got what&#8230;
1	RT @USER: years of eating and still no beard, more of mythology. RT @USER When you eat pussy it helps Yo beard grow this is s&#8230;
1	RT @USER: I want some taco truck tacos! Brenda &amp; her mom be having them bitches smacking.
1	RT @USER: Just saw someone riding a bike while wearing camo, the bitch is asking to get hit!
1	RT @USER: America is like a drunken redneck flailing his fists around, raving incoherently. He's kind of funny, but also you'r ...
0	RT @USER: s/o #NF @USER thanks for the follow Hun!! &#128536;&#128536;
1	RT @USER: Stfu stupid bitch. God damn. Unfuckingfollow me then!!! Shit.
1	RT @USER: Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a&#8230;
0	RT @USER: drinking to the last drop washing teapot  #haiku #mijikai
0	RT @USER: School admins take hungry kids' lunch &amp; throw in trash because their lunch funds aren't paid up. That'll teach em! http://t.c&#8230;
1	RT @USER: I am no longer willing to claim "I'm just like you just queer" as my rallying cry.
1	RT @USER: &#8220;@USER: Dumb bitches are one thing that'll never become extinct..&#8221; That's real
1	RT @USER: Bitch at MacDonalds say.."U look a lil devilish 2day homey"..Oh well bitch..I WOKE UP LIKE THIS-I WOKE UP LIKE THIS(Bey&#8230;
1	RT @USER: Saying, "Who cares?" comes from a privileged position. May you never experience what a queer person goes through, and may &#8230;
1	RT @USER: &#8220;@USER: Or... Run wildcat. Let Romo run that deep post, and have Murray bomb that bitch to Tony&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
1	RT @USER: I feel bad for these young girls that are already hoes.
1	RT @USER: Man, how you "shittin" on all these hoes when you're only cute with make up on ?&#9995;&#128564;
1	RT @USER: all these damn bitches on my phone line
0	RT @USER: @USER so the ball did roll down the slope &amp; found a natural spot @USER defending brother &amp; the scumbag @USER&#8230;
0	RT @USER: Fairy Fun - Losing her wings doesn't mean there aren't other ways to fly? #asmsg, #erotica #shortstory http://t.co/t6LuM&#8230;
1	RT @USER: @USER YESSSS bitch&#128166;&#128525;&#128147;
0	RT @USER: Ain't Talk 2 My Mova N A Week First Thing She Say Is Where Shy An Benny &#128514;
1	RT @USER: Tell your bitch that I'm that nigga now
1	RT @USER: Lebron your still a bitch you suck nigger hope you die
1	RT @USER: @USER trash eating trash
0	RT @USER: Lol I'm litetally just a walking trash can
1	RT @USER: "mom i&#8217;ve had it. i&#8217;m dropping out"  "excuse me"  "i&#8217;m done with fake bitches. the hw. all of it. done"  "ur in 2nd grad&#8230;
0	RT @USER: Coming up at 5:15a: Charlie Baker's campaign admits he may have been wrong about the emotional fisherman story from this w&#8230;
1	RT @USER: &#8220;@USER: If you posted a thunder buddy status yesterday slap yourself&#8221;&#128514;your a basic bitch*
1	RT @USER: &#8220;@USER: Finna punch all these bitches in front of me&#8221; das my girl
1	RT @USER: Its kinda pathetic how these bitches on BGC be 21+ &amp; be acting so childish af
1	RT @USER: Jordan wearing bitches need to grow tf up
1	RT @USER: Tiny.... girl. Can't trust a bitch named Tameka no way.
1	RT @USER: You and yo bitch break up and she start "lol" at another nigga, she gone for good bruh.
0	RT @USER: Hey Arlington Democrats! For you early birds, join us @USER tomorrow. It's the Second Saturday of April. http&#8230;
1	RT @USER: &#8220;@USER: @USER http://t.co/15iZirYyMj&#8221; bitches have me like..
1	RT @USER: &#128546; a bitch that don't like you always gone think you ugly. &#128514;&#128513;&#128564;
1	RT @USER: This bitch jus blew my high and I was off all of these drugssss
1	RT @USER: If you let your girl get disrespected and you don't do nothing, you should of been born a bitch cuz only bitch niggas le&#8230;
1	RT @USER: &#8220;@USER: @USER her face so damn flawless.. I know her pussy taste like peaches and all my life goals&#8221; lmfaooooooo
1	RT @USER: does being on my dick make any of yall hoes feel relevant ? if so , re evaluate your WHOLE life .. thanks
1	RT @USER: @USER pussies
1	RT @USER: do i have time for these hoes ?   no no no  no no  no \_ no  no no  &#8230;
0	RT @USER: "One man's trash is another man's treasure"...perfectly explains strippers with daddy issues.
0	RT @USER: Quote of last night, @USER telling me to find her a curved stick and she'll make a crossbow to shoot a bird down
1	RT @USER: Fuking bitches that don't move when you say excuse me is what's wrong in this world.
1	RT @USER: bitch we them boys
1	RT @USER: Contrary to belief, us queers don&#8217;t go around looking for things to be offended about. It&#8217;s just you cisheteros say the darne&#8230;
1	RT @USER: Flirting with bitches on Twitter like http://t.co/eV2QUYsbpO
1	RT @USER: &#127919;&#8220;@USER: Basic tongue ring to suck dick with. And a basic costume. Recipe for a hoe &#8220;@USER: Ready for work. http:&#8230;
1	RT @USER: most teachers abuse their position, there's teaching with discipline and there's being a cunt, most are cunts
1	RT @USER: walk like a big bitch now.
1	RT @USER: some niggas act like straight up bitches
1	RT @USER: If you're gonna smoke weed then do you but alcohol is just stupid you faggots are getting more stupid drinking it
1	RT @USER: Yall hoes be looking so bad in your avi's then I look at the rest of your pics and U ugly as shit
1	RT @USER: I feel like the main reason bitches still have stank pus in 2014 is because they genuinely don't know how to wash it prope&#8230;
1	RT @USER: "Drop that bitch" -@USER on the atomic bomb
0	RT @USER: What a silly little monkey &#128584; http://t.co/DMKLK4k147
1	RT @USER: "@USER: Why everybody sayin I don't listen &#128557;&#128514;&#128557;"u don't bitch u gone learn one day
1	RT @USER: Ayy fag , you still having your party tonight ?! @USER &#127867;&#127867;&#128540;
1	RT @USER: &#8220;@USER: ONLY REAL NIGGAS KNOW no matter how hungry you are, you better let these bitches cool off! http://t.co/T&#8230;
1	RT @USER: Damn faggots.... #tcot http://t.co/4gkgAM6aeo
0	RT @USER: @USER that monkey is from hell
1	RT @USER: the older i get the less i give a fuck &#128514;&#9996; , beef &#128074; ? bitch please &#9995; loosing friends? bitch bye &#128514;&#128075; drama ? ill pass &#128080;&#128683;
1	RT @USER: Retweet if ur dick will choke a bitch &#128514;
1	RT @USER: bitches &lt;
0	RT @USER: @USER lol have u seen when ike and his kindergarten teacher start having a sexual relationship
1	RT @USER: bitch, bye &#128514; RT @USER: Dawg look at this shit http://t.co/DfOsx3XKQa
1	RT @USER: this is genius &#128221; RT @USER: "You fat"   "Nigga so is this pussy since we statin facts" &#128557;
1	RT @USER: bitch took flight &#128557; http://t.co/WxgTxA7SYA
0	RT @USER: Throw me in trash http://t.co/GvGMJJ6vYi
0	RT @USER: *spits out animal cracker* This doesn't even taste like hippo.
1	RT @USER: I took the hoe to burger king&#128514;&#128514;&#9995;&#9995;
1	RT @USER: &#8220;@USER: @USER why you hurt my feelings&#8221;   Jk 3phone you pull all the hoes wit the nice weaves
1	RT @USER: it's always anime faggots that got some shit to say lmao, you in love with some damn cartoons lol fuckin nerds
1	RT @USER: you're a retard @USER
